company,date,desc,education,job_name,money
海康威视武汉大区,2020-06-17,"公司简介

				海康威视(股票代码：002415)是领先的安防产品及行业解决方案提供商，致力于不断提升视频处理技术和视频分析技术，面向全球提供领先的安防产品、专业的行业解决方案与优质的服务，为客户持续创造更大价值。海康威视拥有业内领先的自主核心技术和可持续研发能力，提供摄像机/智能球机、光端机、DVR/DVS/板卡、网络存储、视频综合平台、中心管理软件等安防产品，并针对金融、公安、电讯、交通、司法、教育、电力、水利、军队等众多行业提供合适的细分产品与专业的行业解决方案。这些产品和方案面向全球100多个国家和地区，在北京奥运会、大运会、亚运会、上海世博会、60年国庆大阅兵、青藏铁路等重大安保项目中得到广泛应用。公司的营销及服务网络覆盖全球，目前在中国大陆35城市已设立分公司，在洛杉矶、香港、阿姆斯特丹、孟买、圣彼得堡和迪拜也已设立了全资或控股子公司，并将在南非、巴西等地设立分支机构。持续快速发展的海康威视，已获得了行业内外的普遍认可。公司连年入选“中国安防十大品牌”、中国安防百强（位列榜首）；连续三年(2005-2007)入选德勤“中国高科技、高成长50强”、连续三年(2006-2008)入选福布斯“中国潜力企业”；连续六年(2007-2012)以中国安防第一位的身份入选《A&S》“全球安防50强”；2011-2013年连续3年名列iHS全球视频监控企业第1位；2013年，公司监控摄像机/NVR/DVR三类产品位列全球第1位；连年入选“国家重点软件企业”、“中国软件收入前百家企业” （位列第8）等；连年被评为“最佳雇主”。“专业、厚实、诚信、持续创新”的海康威视，以人人轻松享有安全的品质生活为愿景，矢志成为受人尊敬的、全球卓著的专业公司和安防行业的领跑者。",本科,财务助理,￥60/天
海康威视武汉大区,2020-06-17,"公司简介

				浙江外服猎头事业部，依托浙江外服全国17家分子公司，以上海和杭州2个office为起点，专注于大金融行业、快消品零售电商、IT通讯技术类，以及财务人事等职能。其核心顾问团队均为从业10年以上人力资源专业人士、猎头圈内知名百万级别顾问。团队风格为典型外企风格，强调执行力、效率、学习能力。团队文化为团队合作、客户第一、责任心、执行力、学习进取、诚信守诺。",本科,财务助理,￥60/天
上海蜗兴科技有限公司,2020-06-17,"岗位职责：

1、全面负责公司业务流程，后台系统、接口的功能测试。

2、负责缺陷反馈跟踪、知识库维护；

3、负责测试环境、仿真环境等测试集成环境建设和维护；

4、协同项目经理、研发工程师推进项目进度，驱动缺陷的有效解决。

 

福利待遇：

1、丰富多彩的集体活动（员工旅游，节日聚会，生日趴，年会等等。）

2、入职购买五险一金、周末双休、员工旅游、员工体检、带薪年假。",大专,java开发实习生,￥200/天
上海蜗兴科技有限公司,2020-06-17,"岗位职责：
1、WEB网站前端HTML页面制作；
2、同后端程序工程师紧密合作，高效地完成开发工作；
3、分析、优化网站前端性能，为用户提供更好的体验。



福利待遇：

1、丰富多彩的集体活动（员工旅游，节日聚会，生日趴，年会等等。）

2、入职购买五险一金、周末双休、员工旅游、员工体检、带薪年假。",大专,java开发实习生,￥200/天
达科电子,2020-06-17,"公司简介

				中南菩悦是由菩悦资产(陈凯团队)携手中南建设(SZ000961) 共创的创新型地产平台,总部位于上海,专注地产股权投资、资产并购与开发运营。",本科,Product Manager Intern,￥130/天
海康威视武汉大区,2020-06-17,"公司简介

				杭州骑客智能科技有限公司，是一家依托于教育部计算机辅助产品创新设计工程中心、浙江大学国际设计学院和浙江省服务机器人重点实验室等专业机构共同孵化，由国内著名投资机构共同投资的高科技企业。       公司拥有强大的研发专家团队，在软件开发、工业设计、自动化控制等领域均系技术权威人士，均系业内的顶级专家，公司的研发团队为业内强大而卓越的研发团队之一。骑客系列产品是本公司专家团队历经8年潜心研发，至今已拥有多项项核心专利技术的高科技产品，骑客系列产品是业内研发时间长、拥有核心专利技术多的产品之一 。公司强大的母体资源，为公司的专业化人才及创新产品输送提供了良好的保障。        骑客智能平衡车融入了“嵌入式技术+工业设计+机电一体”为核心的信息产品创新技术，以独特的理念，经过8年反复优化，成功研制出简约时尚的外形、复杂精密内在的高品质产品，公司对精确控制车辆平衡及动力输出提出了新的标准。公司是业内率先使用矢量平衡技术的企业，骑客产品经过专家精心打造，拥有业内安全、独特的9重安全保护，骑客品牌的安全精品策略为行业产品安全树立新的标杆。",本科,财务助理,￥60/天
达科电子,2020-06-17,"公司简介

				海棠金融(全称金海棠资产管理有限公司)，为通江投资集团投资的全资子公司，注册资金1亿元人民币。 母公司上海通江投资集团有限公司（后简称""通江投资集团""），自2009年于上海成立伊始，即秉持""侧身践行、恭勤不倦""与""同分享、同见证""的集团经营理念，紧扣中国经济的兴盛脉搏与发展机遇，经过近六年的躬耕不止，通江投资集团现已领先的形成一家专注于金融创新与实业投资的大型产业链综合集团。 在实业投资端，集团业务已覆盖纺织化工、生物科技、文化传媒、酒店饮食、汽车交易、新农业等众多领域，初步完成实业投资运营的战略布局。在金融创新端，集团已领先的开展从基金管理、财富管理、互联网金融、资产管理到投融资、保理等业务的一整套综合化金融服务。 今天的通江投资集团，聚集了来自地产、银行、信托、互联网金融、融资租赁、法律、财务等领域的专业人士，组建成高度专业化、市场化的管理团队与极其完善的运营架构。截止2014年底，集团已拥有十余家子公司及众多分支机构，近2000名正式员工，总资产规模超100亿，累计基金管理规模近200亿元。",本科,Product Manager Intern,￥130/天
海康威视武汉大区,2020-06-17,"公司简介

				义乌知方投资咨询合伙企业是国内领先的投资咨询、投资管理服务资等金融业务）  投资咨询、投资管理服务。义乌知方投资咨询合伙企业位于浙江省义乌市苏溪镇义北工业园区交通便利。义乌知方投资咨询合伙企业本着“客户第一，诚信至上”的原则，欢迎国内外企业/公司/机构与本单位建立长期的合作关系。公司拥有一支较强的技术研发队伍并和国内多家机构强强联手。热诚欢迎各界朋友前来参观、考察、洽谈业务。义乌知方投资咨询合伙企业主营：。陶建伟欢迎新老客户来电咨询。",本科,财务助理,￥60/天
达科电子,2020-06-17,"公司简介

				上海润格美术学校简介：	上海润格美术学校是上海最好的美术类培训机构之一,学校教师均毕业于华东师范大学，上海戏剧学院等国家重点艺术院校;学校针对美术高考组建高考教研组，以科学系统的绘画理论以及技法组织教学，在历届高考中都取得显著的成绩。润格美术是为华东师范大学，上海音乐学院（媒体设计），上海视觉艺术学院，东华大学、上海大学、工程技术大学等高校输送人才的美术教育基地,我们每年的上海美术联考本科录取率在98%以上！润格针对高考美术强化班,让学生在最短的时间内，更快、更好的掌握绘画技能，考入理想的大学。	 润格以人为本的特色教学理念，使学生在有效的时间里获得最满意的效果, 为每个学生搭建走向成功的平台！	公司网站：www.hotyougart.com	地址：	徐汇区虹漕南路9号鸿洋创意园区1号楼4层	黄浦区南京西路993号11楼  	崇明县堡镇新港路138号",本科,Product Manager Intern,￥130/天
海康威视武汉大区,2020-06-17,"公司简介

				浙江光越传动科技有限公司（以下简称：光越）成立 于1997年，注册资金1500万元，主营各类进口轴承的代理销售。目前主要销售的品牌有NSK、TIMKEN及其他各品牌进口轴承，实现多品牌、多元化经营。光越作为日本精工株式会社（NSK）最高授权级别的经销商，年销售额超3亿元，业务区域覆盖华东、华南、华北、华中，拥有上海、安徽、湖南三家分公司以及深圳、青岛、沈阳等办事处。公司在汽车行业轴承销售全国名列 前矛，成为国内民族汽车产业的佼佼者，是奇瑞汽车和华晨汽车的核心供应商。公司有千余家客户遍布全国各个行业，除汽车行业外，在流体机械、纺机机械、工程机械、食品机械、精密机械、电力等行业均拥有大量客户，其中不乏各行业的领军企业，如娃哈哈、新界泵业、开山集团、津上精密机床、南方浩元泵业、日本电产新宝、杭州前进齿轮箱集团等。 光越秉持诚信、高效服务的经营宗旨，坚持以人为本 的管理理念，践行务实、崇学、创新、向善的核心价值观，将人才视为光越的核心竞争力，致力于打造顶级的营销及管理团队。",本科,财务助理,￥60/天
华盈生物,2020-06-17,"公司简介

				上海华盈生物医药科技有限公司 位于上海张江高科技园区，是医学生物技术领域的特色高科技企业。2012年3月，华盈生物由原生物芯片上海国家工程研究中心副主任即技术平台建设主要负责人张庆华博士发起创建。张庆华博士是国家生物芯片标准化委员会等多个国家级学会的委员，承担和参与了国家重大科技专项、“863”、“973”、自然科学基金等多个科研项目，被多所重点高校聘为博士生导师，并享受国务院特殊津贴。    华盈生物以科学和专业为服务理念，视人才队伍为企业生命，汇聚了多名多年从事基因组学与系统生物学研究的高层次研究人员。公司团队中 30% 成员具有博士学历，40% 成员具有硕士学历，30% 成员具有大学本科学历，是一支名副其实的高学历科技人才队伍。严谨、严格、创新和求真务实的工作作风贯彻公司上下。    华盈生物以蛋白与抗体芯片的技术研发与推广为核心，与美国 Full Moon、RayBiotech、CDI 等国际专业公司结成战略伙伴，与美国John Hopkins大学、上海交通大学、复旦大学等知名院校展开紧密合作。引进和开发了丰富的蛋白芯片与抗体芯片技术平台，提供信号通路蛋白质磷酸化、胞内蛋白质表达、细胞因子表达、蛋白质相互作用、血清抗体谱筛选等多项蛋白水平组学技术服务项目。同时，公司充分发挥核心团队系统生物学研究背景优势，积极发展基因表达谱芯片、microRNA芯片、LncRNA芯片、PCR Array等多项基因水平研究技术服务，力求通过强大的数据挖掘与分析延伸服务打造出一个立体的组学科研技术服务体系，实现广大科研工作者“一站式”;科研服务的愿望。",本科,技术服务推广专员,￥80/天
达科电子,2020-06-17,"公司简介

				中企人力资源咨询有限公司长期专注于人力资源服务领域，至今已拥有超过十五年的专业经验。中企人力秉承精益求精的管理传统，于2004年全面通过挪威船级社（DNV）ISO9001：2000质量管理体系的审核认证，于2010年全面通过ISO9001：2008版本升级认证并且连续贯标至今。在“人事外包”、“招聘猎头”、“企业培训”、“商务咨询”、“法律服务”等业务领域树立了流程标准化的行业标杆。	中企人力资源咨询有限公司汇集了一批具有国际视野和丰富从业经验的人力资源资深专家，团队年轻、充满活力。公司以客户需求为导向，坚守“基于专业、源自热诚”的经营理念，精心打造的“中企人力”服务品牌赢得了市场广泛认可与赞誉，并已拥有一批稳定的世界500强客户。中企人力近年来实行跨地区的发展战略，已分别在北京、广州等多个大中型城市开设分公司，服务覆盖包括省会城市与二级地市在内的100多个城市和地区，以日臻完善的战略布局和服务架构向广大用工单位提供全面的人力资源解决方案和全国连锁性的专业服务。",本科,Product Manager Intern,￥130/天
上海蜗兴科技有限公司,2020-06-17,"岗位职责：

1、协助网页设计师完成前台页面设计和编辑等工作；

2、协助网页设计师美化及处理网站图片，提高用户体验；

3、完成公司安排的辅助设计等工作；



福利待遇：

1、丰富多彩的集体活动（员工旅游，节日聚会，生日趴，年会等等。）

2、入职购买五险一金、周末双休、员工旅游、员工体检、带薪年假。",大专,java开发实习生,￥200/天
上海蜗兴科技有限公司,2020-06-17,"任职要求：
1、大专以上学历，新闻相关专业优先考虑；

2、学习能力强，具备良好的沟通表达能力；

3、在校期间运营过微信公众号的优先考虑；

4、踏实、稳重；",大专,java开发实习生,￥200/天
北京博科,2020-06-17,"熟悉初中数学内容

								会做PPT",硕士,考研辅导,￥200/天
北京博科,2020-06-17,"PPT

								word

								ps

								excel",硕士,考研辅导,￥200/天
上海蜗兴科技有限公司,2020-06-17,"岗位职责：
1、根据公司需要开发相应的软件系统，编制开发系统需求说明及设计说明书；
2、协助管理及维护相关产品的源代码及软件升级事项；
3、协助完成信息系统的实施及维护，所属片区店铺日常维护
4、安全监管：信息制度的监管（软件、硬件）

福利待遇：

1、丰富多彩的集体活动（员工旅游，节日聚会，生日趴，年会等等。）

2、入职购买五险一金、周末双休、员工旅游、员工体检、带薪年假。",大专,java开发实习生,￥200/天
北京博科,2020-06-17,"公司简介

				北京看看车科技有限公司（以下简称看车）是一家专注通过O2O模式为买车卖车客户提供专业全面服务的科技驱动型互联网公司，成立于2014年，前身是国内 CarMax 连锁卖场 “帅车"",核心团队具有7年二手车线下运营经验。2015年开始业务拓展，现全国员工1000余人，在线销售车辆10万余台，开展60个主业务城市，服务近万商家。公司先后获得硅谷顶级风险投资机构数百万美元A轮投资，和国内大咖上千万美元B轮投资，C轮正在洽谈中。
看车旨在让每一个二手车消费者拥有最满意的购车体验！拥有海量优质车源，提供资深顾问1对1高品质服务，购车分期业务。我们专业，所以自信，敢于向顾客提供无重大事故保证书，价格透明，买的放心。",硕士,考研辅导,￥200/天
北京博科,2020-06-17,"基地管理

								产能预报

								库房管理

								物流管理

								农业种植",硕士,考研辅导,￥200/天
海康威视武汉大区,2020-06-17,"公司简介

				浙江龙蛇网络科技有限公司（ZheJiang LongShe Network Technology CO.,LTD.)是一家专业从事棋牌类赛事信息网运营及开发的网络科技公司。    公 司 成 立 于2014 年 9 月，公司 拥有 强大 的技术团队，致力于为全 球棋 牌类爱好者提供共同交流及学习的平台，公司的棋类比赛编 排 软件客户已遍及国 内外共有1600多家，受到客户的一致认可及好评目前公司开发的棋牌赛信息网，可实现在线报名、代收报名费及赛事奖金分配功能，并提供预定酒店餐厅，旅游报团及门票通道，棋牌类网上商城等。",本科,财务助理,￥60/天
上海蜗兴科技有限公司,2020-06-17,"任职要求：

1、熟悉python语言，1年以上python工作经验；

2、掌握linux开发环境和shell脚本；

3、了解java或者其它语言优先。



福利待遇：

1、丰富多彩的集体活动（员工旅游，节日聚会，生日趴，年会等等。）

2、入职购买五险一金、周末双休、员工旅游、员工体检、带薪年假。",大专,java开发实习生,￥200/天
北京博科,2020-06-17,"公司简介

				北京博科技术股份有限公司是专业的高端IT开发和世界500强的资源池(Resource Pool)供应商，是德勤、凯捷、石化盈科、南瑞集团的战略合作伙伴，是北京市高新技术企业、双软企业。年人才订单（仅四个客户：南瑞集团、德勤、石化盈科、凯捷）需求量超过5000人，目前只能满足100-200人，人才缺口巨大。北京博科技术股份有限公司成立于2012年，是北京博科管理技术有限公司的关联公司，目前有员工500多人，分布在全国40多个城市。从事SAP项目咨询、开发等工作，博科技术的责任是项目管理，Payroll，劳动关系管理、费用报销、绩效管理、工作过程中能力提升、人员在项目之间的调度等公司非常注重员工的职业技能培养及继续教育，从岗前的专业技能培养到职业生涯规划，从入职前的本科教育到工作中的研究生再教育都有一套完整的培养计划及福利机制。加入博科，你获得的不仅仅是一份工作，是学历、技能、收入、平台、能力，是一个温暖的大家庭！",本科,财务管理,￥120/天
拉法耶特百货(上海)有限公司,2020-06-17,"任职资格:
1、本科及以上学历，人力资源，管理学相关专业。
2、具有猎头公司2年以上招聘工作经验。 
3、较强的沟通协调能力和适应能力。
4、英语听说读写流利，日常办公英文邮件及与外籍员工口语沟通。",本科,人事专员/招聘专员,￥8000/月
海康威视武汉大区,2020-06-17,"公司简介

				优胜教育集团是中国著名的个性化教育培训企业之一，集团创始人自1999年从事个性化教育以来，积累了丰富的个性化一对一教育成功运营经验。集团正式成立于2004年，经过多年发展，沉淀了数百名行业顶尖运营管理人才和近百人的个性化教育研究团队。集团旗下涵盖面对0-18岁人群的的各类辅导项目。优胜一对一个性化辅导是优胜教育集团的核心产品项目，课程涵盖6-18岁，一年级至高三年级的全科文化课辅导。优胜教育集团一直致力于以一流的专业师资团队、先进的教学理念、完善的教学模式，坚持以人为本的素质教育思想，更好的服务社会，是目前国内大型个性化辅导行业的支柱型企业之一。优胜教育一直致力于中国个性化教育体系的研究和实践，在个性化教育领域里形成了以“YOUWIN教学法”为代表的独特的个性化教育体系和模式。在核心产品体系、项目运营、标准化体系管理、品牌营销等方面具有独特的优势。2008-2012年连续被新浪网、腾讯网等知名媒体评为“十大教育辅导机构”、“最具影响力的个性化教育连锁机构”。集团在2012年正式与CCTV企业频道达成合作伙伴关系。经过多年努力，集团已经成为了全国性连锁个性化教育机构。总部设在北京，在天津市、河北省、山东省、江苏省、浙江省、安徽省、河南省、湖北省、湖南省、山西省、陕西省、广东省、内蒙古、云南省、辽宁省、吉林省等多个省市设有分支机构。优胜教育现在在全国范围内有直营校区和加盟分校共306家，并计划在未来三到五年内开设1200家学习中心，其中直营店300家，加盟店900家，力争成为个性化教育全国连锁机构第一品牌！",本科,财务助理,￥60/天
华盈生物,2020-06-17,"公司简介

				公司本着人才是企业发展之根本，致力于为企业提供最优质的服务，也为员工提供愉悦的环境以及明确的职业上升通道。			-拥有多年的行业内的招聘咨询相关经验，可以很快的了解客户照片的痛点和难点并有效解决问题				-熟悉TMT行业，可以提供应该的咨建议				-专注，每一个顾问都只负责自己所擅长的领域的职位招聘				-行业资源，我们的顾问在各自的领域拥有丰富的候选人资源",本科,技术服务推广专员,￥80/天
北京博科,2020-06-17,"公司简介

				珠海阿克斯科技有限公司是一家创业公司，致力于打造新一代社区社交活动平台。由留美博士、资深媒体人、BAT大咖共同创业，已获得一千万天使投资。总部在珠海，在北京、广州设有办公室。",本科,财务管理,￥120/天
华盈生物,2020-06-17,公司简介,本科,技术服务推广专员,￥80/天
北京博科,2020-06-17,"公司简介

				          广州云盘信息科技有限公司成立于2014年，注册资金1001万，现有业务覆盖广州、深圳、北京、济南、重庆、昆明、郑州、南京、西安、乌鲁木齐等全国多个城市地区，专注于为教育、金融、医疗行业客户提供业务自动化、信息安全、创新科技等方面的综合解决方案，致力于成为云时代客户高效、安全、创新业务领域的指南针（云盘，云中罗盘）。",本科,财务管理,￥120/天
华盈生物,2020-06-17,"公司简介

				人人贷理财-中国AAA级个人金融服务平台,互联网百强企业,以透明、高效、可靠的口碑赢得235万注册用户,获1.3亿美元融资,交易量破130亿元,携民生银行存管,太平洋保险承保,理财端全面升级为WE.COM.",本科,技术服务推广专员,￥80/天
上海蜗兴科技有限公司,2020-06-17,"任职要求：
1、大专以上学历，新闻相关专业优先考虑，有微信运营相关经验者优先考虑（欢迎优秀应届生、实习生）；
2、具备扎实的文字功底，文字流畅、逻辑清晰；
3、具有较强的理解能力、沟通表达能力。

视扬传媒旗下包括微信订阅号“电视剧鹰眼（ID：TV-insight）”、“鹰眼网剧（ID：tbyywj）”、“鹰雄会(ID：video-team）”、“广告雷达（ID:shiyangguwen）”及服务号“视扬电视剧鹰眼(ID:TVInsight）”、“视扬广告雷达（ID:adradar）”六大行业自媒体平台。",大专,java开发实习生,￥200/天
华盈生物,2020-06-17,"公司简介

				我的工作享当当！当当网 -- 中国电子商务发展的领跑者当当网 -- 全球最大的、以图书为主体、兼营特色百货的中文网上书店当当网 -- 面向 全世界的网上消费者提供 60 万种图书音像，并有家居百货、化妆品、数码等几十个类别共计百万种商品当当网 -- 方便超值的网络购书及购物，每天让近千万的网上消费者轻松得到精神和物质上的收获，让你的生活更多愉悦快来加入当当网！或许我们曾经陌路，或许我们曾经是对手，但我们可能是更好的工作伙伴。这里将给予你飞翔的天空、畅游的海洋、驰骋的疆土。这里是一个任由你发挥创造的平台！这里所需要的仅仅是你的热忱与才智！诚邀加盟当当，一起收获！共同愉悦！公司简介当当网（www.dangdang.com）是全球最大的综合性中文网上购物商城，由国内著名出版机构科文公司、美国老虎基金、美国IDG集团、卢森堡剑桥集团、亚洲创业投资基金（原名软银中国创业基金）共同投资成立。    1999年11月，当当网(www.dangdang.com) 正式开通。成立十年来，当当网销售业绩增加了400倍。当当网在线销售的商品包括了家居百货、化妆品、数码、家电、图书、音像、服装及母婴等几十个大类，逾百万种商品，在库图书达到60万种。目前每年有近千万顾客成为当当网新增注册用户，遍及全国32个省、市、自治区和直辖市。每天有上万人在当当网买东西，每月有3000万人在当当网浏览各类信息，当当网每月销售商品超过2000万件。",本科,技术服务推广专员,￥80/天
华盈生物,2020-06-17,"公司简介

				嘉实基金成立于1999年3月，是国内最早成立的10家基金管理公司之一，于2002年底被选为全国首批投资管理人。2005年6月，德意志资产管理公司参股嘉实，使嘉实成为目前国内最大的合资基金公司之一。2005年8月，嘉实被选为首批企业年金投资管理人。",本科,技术服务推广专员,￥80/天
华盈生物,2020-06-17,"公司简介

				数据堂正式成立于2011年，是一家专注互联网综合数据服务的公司。 2014年12月10日，数据堂正式在全国中小企业股份转让系统（新三板）挂牌上市，成功登陆资本市场。 数据定制、数据商城、移动应用数据服务是数据堂旗下三大核心业务。”专注数据，共享价值“一直是数据堂的数据服务理念。数据堂旨在融合和盘活各类大数据资源，实现数据价值最大化，推动相关技术、应用和产业的创新。公司在北京、南京、镇江、天津、保定建有专业数据处理中心，已为多家国内外企业提供数据定制服务。 数据堂客户已包括百度，腾讯，阿里巴巴、奇虎360、联想、科大讯飞等国内顶级互联网和高科技企业，Microsoft、NEC、Canon、Intel、Samsung、Nuance、Fujitsu等国外企业及在华研发机构。公司地址：北京海淀区中关村大街18号科贸大厦数字物流港18层 100190",本科,技术服务推广专员,￥80/天
华盈生物,2020-06-17,"公司简介

				上海异丽派实业有限公司（优酷视频网【天籁圣者（上海）青年演艺导演组】） 前身为上海Z3演艺俱乐部，成立于2002年7月;2002年张艺谋导演的《英雄》影片在上海举办的新闻发布会使我们进入了这个充满机遇的公关活动行业； 我们秉承专业、严谨、创新的行事风格；以“安全、创意、专业、诚信”为信条，为各大企业导演：年会、演唱会、国内外新闻发布会、大型户外媒体广告制作、品牌路演等活动提供了高质量且【同一天，只导演一场】的高精准策划及执行服务；虽然13年来我们【同一天，只导演一场】的理念使我们减少了很多同档期的生意与利润 ，但我们【天籁圣者人】相信，这就是我们的“人生观、价值观、世界观”，这也同样体现出了我们在中国演艺圈的“社会地位”！我们只为做最好的活动！ 演艺行业是一条充满机遇，但时刻需要坚持的道路，有人说“机会是给准备好的人”；但【天籁圣者】认为这句话是错的，因为机会是无形的，我们无法为一个无形的事物去做充分的准备； 但是【天籁圣者】相信，机会应该是给予那些【勇于坚持、勇于全新开始】的人们；【天籁圣者】就是在坚持和开始的过程中经历了13年的岁月；所以，在演艺圈这个行业，只要你勇于坚持 、勇于全新开始，你就有可能抓住机会，实现自己一直坚持的梦想，并且让梦想更伟大！上海异丽派实业有限公司 （优酷视频网【天籁圣者】真人秀栏目组） 前身为【天籁圣者】Z3演艺俱乐部，成立于2004年7月。目前【天籁圣者】在优酷视频网的全国观众人数已经突破331万！【天籁圣者】优酷视频官网http://u.youku.com/honeyecho

 【天籁圣者】-上海异丽派实业有限公司常年专注于国内外新闻媒体、大型户外媒体、路演、年会、大型演唱会策划事业的发展与研究，曾先后与正大集团【卜蜂莲花】大型连锁卖场、上海恒隆广场、上海百联中环购物广场、上海百联西郊购物广场、上海百联又一城、上海百联友谊商店、上海中粮大悦城、上海美罗城、上海徐家汇港汇广场、上海353广场、上海日月光购物中心、南京水游城购物广场等大型购物商场建立了良好的战略合作。

 同时，也是获得共青团上海市委红头文件的共青团上海市委“上海青年风尚节”指定邀请的演唱会策划团体及上海主流媒体《新民晚报》报道承认的“民间文化新势力”演艺团体。作为共青团上海市委指定的演出策划单位，也作为《新民晚报》报道承认的“民间文化新势力”演艺策划团队，上海异丽派实业有限公司秉承一贯的专业、严谨、创新的行事风格，为各大企业年会、演唱会、国内外新闻媒体、大型户外媒体、路演提供了高质量的策划方案与执行服务。 

随着后世博时代的到来，我们为了适应新市场到来的需求，率先整合旗下【天籁圣者】“真人秀”品牌的资源与经验，形成了一个以品牌设计策划、活动带动广告宣传为核心的综合型创新广告策划宣传服务企业。 

【天籁圣者】-上海异丽派实业有限公司将秉承先进的4A广告管理组织和运作模式，相对独立地完成一个个完整的项目，体现出公司高度的完备性和高效性。 我们具有前瞻性的国际视野，也对蓬勃发展的中国市场有着深刻的理解。我们的目标是为客户创造利益，为社会创造价值，为个性提供空间。 我们深信，我们的服务将给您带来更多的惊喜和信赖，并为市场不断创造价值。",本科,技术服务推广专员,￥80/天
上海蜗兴科技有限公司,2020-06-17,"任职要求：
1、大专以上学历，新闻相关专业优先考虑，有微信运营相关经验者优先考虑（欢迎优秀应届生、实习生）；
2、具备扎实的文字功底，文字流畅、逻辑清晰；
3、具有较强的理解能力、沟通表达能力；
4、对电视剧有兴趣，且能提出独特看法及想法；",大专,java开发实习生,￥200/天
上海蜗兴科技有限公司,2020-06-17,每周保证3天以上工作时间,大专,java开发实习生,￥200/天
达科电子,2020-06-17,"公司简介

				Palmer Hargreaves is a marketing agency with offices in the UK, Germany, Russia and China. Our offering focuses on four key areas - Strategy, Creative, Content & Technology.   We are a team of passionate and highly qualified diggers, instigators and measurers who love to solve the complex marketing challenges our clients face. Every challenge begins with the strategy, before we move to develop any creative or content. We are a firm believer in adopting new technologies to make marketing more efficient and more measurable.   From ensuring the big idea is delivered efficiently and effectively to the right people - in the right way, at the right time, everytime. To creating new initiatives that stick with customers - increase sales and market share, reduce attrition, while increasing engagment and improving lifetime value.   Solving, creating and measuring. It's what we love doing.",本科,Product Manager Intern,￥130/天
海康威视武汉大区,2020-06-17,公司简介,本科,财务助理,￥60/天
海康威视武汉大区,2020-06-17,公司简介,本科,财务助理,￥60/天
北京博科,2020-06-17,"公司简介

				英格玛人力资源集团成立于2002年，是中国领先的人力资源外包服务机构;集团致力于成为中国人力资本经营服务专家，让人力资本实现最大价值，从而推动社会发展，并让我们的世界变得更加美好。 集团主营业务包括:人事外包、制造承包、金融服务外包、招聘流程外包、中高级人才搜寻、大学生职业能力提升、人力资源战略咨询等多个专业人力资源外包服务领域。集团旗下现拥有18家分支机构，管理团队250多人，外派雇员27000多人，年培训及供应人才能力超过5万人，集团成立以来，累计培训及安置就业的员工超过80万人。",硕士,考研辅导,￥200/天
拉法耶特百货(上海)有限公司,2020-06-17,"任职要求

1.大三或今年有出国计划的在校大学生

2.每周保证3天以上的实习时间",本科,人事专员/招聘专员,￥8000/月
拉法耶特百货(上海)有限公司,2020-06-17,"职位要求：

1. 具备优秀的热点感知能力，喜爱上网冲浪，是抖音，微博，微信，A站B站，头条知乎等平台的深度用户。能够发掘热点选题，并对选题形成你自己的看法。上学期间，自己做过新媒体加分，如果有自己的账号，可以附上。

2. 扎实的文案功底，思路清晰文笔好，熟悉网络语言，能写出拥有自己风格的文章。

3. 熟练掌握PR，AE等视频非线性编辑处理软件。

4. 有一定的图片编辑能力和排版审美能力，会使用PS优先。

5. 性格开朗，有良好的沟通能力和学习能力。

 

【附加】请务必在简历中体现以下内容方可进入筛选流程

 1、列举三个你平时看得最多的自媒体KOL（抖音，微博博主，微信公众号，UP主等皆可），并说明理由。

 2、报三个你觉得近期可以做的内容选题，要求必须和儿童教育有关。


【实习时间】

至少3个月以上，每周至少可以实习4天（6个月以上优先）

 【简历投递要求】

1、投简历需附带个人作品（作品类型不限，能展示设计能力即可）；

2、对游戏及游戏行业感兴趣，在简历中备注游戏经历尤佳；

3、命名格式：职位-地区-姓名-学校-专业-到岗时间-每周实习几天-可实习几个月（时间长者优先）-招聘信息来源


实习补贴：2500元/月，公司有餐厅，提供免费三餐+下午茶；提供班车接送。",本科,人事专员/招聘专员,￥8000/月
拉法耶特百货(上海)有限公司,2020-06-17,"职位描述 
职位描述  
技能要求： 
1. 美术设计、视觉设计、平面设计、插画或相关专业的毕业生，本科或以上学历 
2. 熟练使用Photoshop、Indesign、flash等常用软件 
3. 对排版、图文制作有较强把握能力 
4. 有课件制作、flash动画制作，手绘能力者优先",本科,人事专员/招聘专员,￥8000/月
拉法耶特百货(上海)有限公司,2020-06-17,表现优异者有留任机会。,本科,人事专员/招聘专员,￥8000/月
拉法耶特百货(上海)有限公司,2020-06-17,"岗位要求：
1、口头和书面表达能力较好，能够撰写各类文档和沉淀性输出
2、工作认真细心，责任感优秀
2、教育专业加分，英语相关专业加分

【实习时间】
3个月以上，每周至少可以实习4天（6个月优先）

【实习地点】
杭州市滨江区网商路599号网易大厦

【简历投递】
1、对游戏及游戏行业感兴趣，在简历中备注游戏经历尤佳；
2、命名格式：职位-地区-姓名-学校-专业-到岗时间-每周实习几天-可实习几个月（时间长者优先）-招聘信息来源

【其他信息】
实习补贴：2500元/月，公司有餐厅，提供免费三餐+下午茶；免费班车接送

备注： 因网易负责此岗位的HR在广州，投递简历作品后请留意广州020-8510开头的来电。",本科,人事专员/招聘专员,￥8000/月
北京博科,2020-06-17,"公司简介

				主打真人秀节目，培养你成为文案小能手，实拍全能人。",本科,财务管理,￥120/天
